article.type,cue.memory.cutoff,cue.memory.policy,cue.memory.total.recipients,education,gender,gender.original,gk.Cheney,gk.Cheney.original,initial.like,ncog1,ncog3,ncog4,ncog5,ncog6,ncog7,state,year.of.birth,cue.condition,Demsupp,Demopp,female,male,age,age.legit,educ.low,Northeast,North.Central,South,West,region,PID.pre
lib_nocue,"about $2,500 a month",expand,about 1 million,some college,female,female,TRUE,vice president,approve strongly,somewhat prefer complex proble,a great deal,"somewhat prefer big, long-term",like a lot,like a lot,somewhat more satisfied than r,OR,1960,nocue,FALSE,FALSE,TRUE,FALSE,48,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
con_Demopp,about $500 a month,neither,"about 50,000",12th,female,female,FALSE,NA,neither approve nor disapprove,no preference,a lot,no preference,dislike a little,neither like nor dislike,relief and satisfaction to the,IA,1962,Demopp,FALSE,TRUE,TRUE,FALSE,46,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
lib_Demsupp,about $500 a month,neither,"about 100,000",12th,female,female,TRUE,vice-pres.,approve somewhat,no preference,a moderate amount,no preference,neither like nor dislike,neither like nor dislike,relief and satisfaction to the,IL,1956,Demsupp,TRUE,FALSE,TRUE,FALSE,52,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
lib_nocue,"about $1,500 a month",expand,"about 100,000",some college,female,female,TRUE,vice president,approve somewhat,slightly prefer complex proble,a lot,"slightly prefer big, long-term",like a little,like somewhat,slightly more satisfied than r,NV,1980,nocue,FALSE,FALSE,TRUE,FALSE,28,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
lib_Demopp,"about $1,500 a month",expand,"about 100,000",some college,female,Female,TRUE,Vice President,approve strongly,no preference,a great deal,NA,like a lot,neither like nor dislike,much more relieved than satisf,WY,1959,Demopp,FALSE,TRUE,TRUE,FALSE,49,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Rep
con_Demsupp,about $500 a month,reduce,"about 500,000",8th,male,male,TRUE,vice president,neither approve nor disapprove,no preference,a lot,"somewhat prefer small, daily p",dislike a little,like somewhat,somewhat more relieved than sa,IN,1949,Demsupp,TRUE,FALSE,FALSE,TRUE,59,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
lib_nocue,"about $2,500 a month",reduce,"about 50,000",some college,male,male,TRUE,vice president,disapprove strongly,greatly prefer simple problems,none,no preference,dislike a lot,dislike a lot,much more relieved than satisf,NE,1957,nocue,FALSE,FALSE,FALSE,TRUE,51,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
lib_Demopp,"about $2,500 a month",expand,about 1 million,8th,male,male,TRUE,vice pres.,approve strongly,slightly prefer simple problem,a lot,"somewhat prefer big, long-term",like a little,like somewhat,slightly more satisfied than r,FL,1944,Demopp,FALSE,TRUE,FALSE,TRUE,64,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,South,Dem
con_Demopp,about $500 a month,neither,about 1 million,Ph.D.,male,male,TRUE,vice president,disapprove somewhat,no preference,a great deal,"somewhat prefer small, daily p",dislike somewhat,like somewhat,relief and satisfaction to the,RI,1948,Demopp,FALSE,TRUE,FALSE,TRUE,60,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Rep
lib_Demsupp,"about $2,000 a month",expand,"about 100,000",some college,male,male,TRUE,VP,disapprove strongly,slightly prefer simple problem,a moderate amount,"slightly prefer small, daily p",neither like nor dislike,like a little,slightly more satisfied than r,MN,1950,Demsupp,TRUE,FALSE,FALSE,TRUE,58,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
lib_nocue,"about $1,000 a month",reduce,"about 50,000",some college,female,female,FALSE,NA,approve somewhat,no preference,a little,"slightly prefer small, daily p",dislike a little,neither like nor dislike,relief and satisfaction to the,AZ,1964,nocue,FALSE,FALSE,TRUE,FALSE,44,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
lib_Demopp,"about $2,000 a month",neither,about 1 million,B.A.,female,Female,TRUE,Vice President,disapprove strongly,no preference,a lot,"slightly prefer big, long-term",neither like nor dislike,like a lot,relief and satisfaction to the,CA,1947,Demopp,FALSE,TRUE,TRUE,FALSE,61,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Rep
con_nocue,about $500 a month,reduce,about 1 million,B.A.,male,m,TRUE,vp,disapprove strongly,no preference,a great deal,no preference,like somewhat,like somewhat,somewhat more satisfied than r,CA,1943,nocue,FALSE,FALSE,FALSE,TRUE,65,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
lib_Demopp,"about $1,000 a month",expand,"about 50,000",Associate's Degree,male,male,TRUE,vice president,approve slightly,somewhat prefer complex proble,a lot,"somewhat prefer big, long-term",like somewhat,like somewhat,somewhat more satisfied than r,MN,1961,Demopp,FALSE,TRUE,FALSE,TRUE,47,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
lib_Demsupp,"about $2,500 a month",expand,"about 100,000",Associate's Degree,male,Male,TRUE,vice president,approve strongly,no preference,a lot,no preference,like a little,like somewhat,somewhat more satisfied than r,MI,1943,Demsupp,TRUE,FALSE,FALSE,TRUE,65,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
lib_nocue,"about $2,500 a month",expand,"about 50,000",B.A.,male,MALE,TRUE,VICE PRESIDENT,disapprove slightly,slightly prefer simple problem,a moderate amount,"slightly prefer small, daily p",neither like nor dislike,neither like nor dislike,relief and satisfaction to the,PA,1975,nocue,FALSE,FALSE,FALSE,TRUE,33,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Rep
con_Demopp,"about $1,500 a month",reduce,"about 50,000",12th,female,female,FALSE,NA,neither approve nor disapprove,greatly prefer simple problems,a lot,"greatly prefer small, daily pr",neither like nor dislike,like a little,much more relieved than satisf,CA,1945,Demopp,FALSE,TRUE,TRUE,FALSE,63,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,West,Dem
lib_Demopp,"about $2,500 a month",expand,"about 500,000",some college,female,f,FALSE,not sure,approve strongly,no preference,a little,"somewhat prefer small, daily p",neither like nor dislike,dislike a little,slightly more satisfied than r,CA,1955,Demopp,FALSE,TRUE,TRUE,FALSE,53,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
con_nocue,"about $1,500 a month",reduce,"about 50,000",12th,male,Male,FALSE,NA,disapprove slightly,greatly prefer simple problems,a lot,"slightly prefer small, daily p",like a little,like a little,somewhat more satisfied than r,MI,1933,nocue,FALSE,FALSE,FALSE,TRUE,75,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
lib_nocue,"about $1,000 a month",reduce,"about 50,000",12th,female,female,FALSE,NA,approve slightly,slightly prefer simple problem,a moderate amount,"slightly prefer small, daily p",like a little,like a little,slightly more relieved than sa,AR,1950,nocue,FALSE,FALSE,TRUE,FALSE,58,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,South,Rep
lib_nocue,"about $2,500 a month",expand,about 1 million,B.A.,male,Male,TRUE,Vice President,disapprove slightly,slightly prefer complex proble,a moderate amount,"somewhat prefer big, long-term",dislike a little,like a little,somewhat more satisfied than r,MD,1952,nocue,FALSE,FALSE,FALSE,TRUE,56,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Rep
lib_nocue,"about $1,500 a month",expand,about 1 million,B.A.,male,Male,TRUE,Vice-president of the United States,disapprove somewhat,somewhat prefer complex proble,a great deal,no preference,like a lot,like a lot,relief and satisfaction to the,IA,1975,nocue,FALSE,FALSE,FALSE,TRUE,33,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
con_Demsupp,about $500 a month,reduce,"about 100,000",some college,female,Female,TRUE,Vice President,disapprove strongly,slightly prefer simple problem,a moderate amount,"somewhat prefer small, daily p",dislike a little,dislike a little,slightly more satisfied than r,IL,1987,Demsupp,TRUE,FALSE,TRUE,FALSE,21,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
con_Demsupp,about $500 a month,reduce,"about 500,000",some college,female,female,TRUE,Vice President,disapprove slightly,greatly prefer simple problems,a lot,"somewhat prefer small, daily p",dislike a lot,dislike a little,relief and satisfaction to the,MD,1948,Demsupp,TRUE,FALSE,TRUE,FALSE,60,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Dem
lib_nocue,about $500 a month,expand,"about 100,000",12th,female,female,TRUE,vice president,approve slightly,somewhat prefer simple problem,a little,no preference,dislike somewhat,dislike a little,relief and satisfaction to the,PA,1951,nocue,FALSE,FALSE,TRUE,FALSE,57,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Northeast,Dem
con_Demsupp,about $500 a month,reduce,"about 10,000",12th,female,female,TRUE,vp,disapprove strongly,no preference,a moderate amount,no preference,neither like nor dislike,neither like nor dislike,slightly more relieved than sa,SD,1960,Demsupp,TRUE,FALSE,TRUE,FALSE,48,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
lib_nocue,"about $2,500 a month",neither,"about 500,000",12th,male,male,TRUE,vicepresdent,disapprove slightly,no preference,a moderate amount,no preference,neither like nor dislike,neither like nor dislike,relief and satisfaction to the,NY,1952,nocue,FALSE,FALSE,FALSE,TRUE,56,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Northeast,Rep
lib_Demsupp,"about $2,500 a month",neither,"about 100,000",B.A.,female,f,TRUE,vp,approve strongly,no preference,a lot,"slightly prefer small, daily p",dislike a little,neither like nor dislike,relief and satisfaction to the,CA,1947,Demsupp,TRUE,FALSE,TRUE,FALSE,61,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
lib_Demsupp,"about $2,500 a month",expand,"about 10,000",some college,female,female,TRUE,vice president,approve slightly,slightly prefer simple problem,a little,"somewhat prefer small, daily p",dislike a little,like a little,somewhat more relieved than sa,MO,1958,Demsupp,TRUE,FALSE,TRUE,FALSE,50,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
con_Demsupp,about $500 a month,reduce,"about 100,000",some college,female,female,TRUE,Vice President,disapprove slightly,slightly prefer simple problem,a lot,"somewhat prefer small, daily p",like a little,like a little,relief and satisfaction to the,HI,1950,Demsupp,TRUE,FALSE,TRUE,FALSE,58,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Rep
con_nocue,about $500 a month,reduce,"about 100,000",some college,female,Female,TRUE,Vice President of the United States,disapprove strongly,slightly prefer complex proble,a lot,"somewhat prefer big, long-term",like a little,like a lot,somewhat more satisfied than r,MN,1982,nocue,FALSE,FALSE,TRUE,FALSE,26,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
lib_nocue,"about $2,500 a month",expand,"about 50,000",B.A.,female,female,TRUE,VP,approve somewhat,slightly prefer simple problem,a great deal,"slightly prefer big, long-term",like somewhat,like a little,slightly more relieved than sa,VA,1985,nocue,FALSE,FALSE,TRUE,FALSE,23,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Dem
con_nocue,about $500 a month,reduce,about 1 million,some college,female,female,TRUE,vice president,disapprove strongly,greatly prefer simple problems,none,"somewhat prefer small, daily p",dislike a lot,dislike somewhat,relief and satisfaction to the,WA,1951,nocue,FALSE,FALSE,TRUE,FALSE,57,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
con_nocue,about $500 a month,expand,"about 50,000",some college,female,female,TRUE,vicepresident,approve somewhat,slightly prefer complex proble,a moderate amount,"slightly prefer small, daily p",dislike a little,like somewhat,somewhat more satisfied than r,FL,1974,nocue,FALSE,FALSE,TRUE,FALSE,34,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Rep
con_Demsupp,about $500 a month,reduce,"about 100,000",some college,female,female,TRUE,VP,disapprove somewhat,no preference,a lot,no preference,like a little,like somewhat,somewhat more satisfied than r,FL,1945,Demsupp,TRUE,FALSE,TRUE,FALSE,63,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Rep
con_nocue,about $500 a month,neither,"about 10,000",12th,male,male,TRUE,vice presdent,disapprove slightly,slightly prefer simple problem,a moderate amount,"somewhat prefer small, daily p",neither like nor dislike,dislike a little,somewhat more satisfied than r,KS,1939,nocue,FALSE,FALSE,FALSE,TRUE,69,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
con_nocue,"about $1,500 a month",reduce,"about 100,000",M.A.,male,male,TRUE,vice President,approve strongly,somewhat prefer complex proble,a moderate amount,no preference,neither like nor dislike,like somewhat,somewhat more satisfied than r,NY,1950,nocue,FALSE,FALSE,FALSE,TRUE,58,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Rep
con_Demopp,about $500 a month,expand,"about 50,000",Associate's Degree,female,Female,TRUE,vice president,neither approve nor disapprove,greatly prefer simple problems,a moderate amount,"greatly prefer small, daily pr",dislike a little,dislike somewhat,much more relieved than satisf,MI,0,Demopp,FALSE,TRUE,TRUE,FALSE,2008,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
con_Demsupp,about $500 a month,reduce,"about 100,000",12th,male,male,TRUE,vice president,disapprove strongly,somewhat prefer simple problem,a lot,"greatly prefer small, daily pr",dislike a lot,like somewhat,somewhat more relieved than sa,FL,1941,Demsupp,TRUE,FALSE,FALSE,TRUE,67,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,South,Rep
con_Demopp,about $500 a month,reduce,"about 100,000",12th,male,male,TRUE,vice president,approve somewhat,no preference,a little,"greatly prefer small, daily pr",dislike somewhat,like a little,somewhat more relieved than sa,AZ,1929,Demopp,FALSE,TRUE,FALSE,TRUE,79,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,West,Rep
con_nocue,about $500 a month,reduce,about 1 million,"M.B.A., M.D., or J.D.",male,male,TRUE,vice president,approve strongly,somewhat prefer simple problem,a great deal,"slightly prefer small, daily p",like a little,like somewhat,somewhat more satisfied than r,NJ,1940,nocue,FALSE,FALSE,FALSE,TRUE,68,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Rep
lib_Demsupp,"about $2,500 a month",expand,"about 50,000",some college,female,female,TRUE,vice president,approve strongly,somewhat prefer complex proble,a great deal,"somewhat prefer big, long-term",like a little,like a lot,much more satisfied than relie,TX,1951,Demsupp,TRUE,FALSE,TRUE,FALSE,57,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Dem
con_nocue,"about $1,000 a month",neither,about 1 million,Associate's Degree,female,female,TRUE,vice president,approve strongly,no preference,a great deal,no preference,like a lot,like a lot,much more relieved than satisf,AL,1961,nocue,FALSE,FALSE,TRUE,FALSE,47,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Dem
lib_Demsupp,"about $2,500 a month",expand,"about 500,000",Associate's Degree,female,female,TRUE,VP,disapprove strongly,somewhat prefer complex proble,a great deal,no preference,neither like nor dislike,like a lot,somewhat more satisfied than r,NM,1951,Demsupp,TRUE,FALSE,TRUE,FALSE,57,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
con_nocue,"about $1,500 a month",neither,"about 500,000",some college,female,female,TRUE,Vice President,disapprove somewhat,slightly prefer simple problem,a moderate amount,"slightly prefer small, daily p",like a little,like a little,relief and satisfaction to the,VA,1952,nocue,FALSE,FALSE,TRUE,FALSE,56,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Rep
con_Demsupp,about $500 a month,reduce,"about 500,000",B.A.,male,male,TRUE,vice president,disapprove somewhat,slightly prefer simple problem,a moderate amount,"slightly prefer small, daily p",dislike a little,dislike a little,slightly more satisfied than r,CA,1979,Demsupp,TRUE,FALSE,FALSE,TRUE,29,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
lib_Demopp,"about $2,500 a month",expand,"about 10,000",B.A.,female,female,TRUE,vice president,neither approve nor disapprove,no preference,a moderate amount,"slightly prefer small, daily p",dislike a little,neither like nor dislike,slightly more satisfied than r,CA,1985,Demopp,FALSE,TRUE,TRUE,FALSE,23,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Rep
con_Demopp,about $500 a month,neither,about 1 million,M.A.,female,female,TRUE,vice president,approve slightly,somewhat prefer complex proble,a lot,"slightly prefer big, long-term",like somewhat,like somewhat,slightly more satisfied than r,MS,1947,Demopp,FALSE,TRUE,TRUE,FALSE,61,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Dem
lib_Demopp,"about $2,500 a month",expand,"about 100,000",some college,male,male,TRUE,Vice President,disapprove slightly,somewhat prefer complex proble,a great deal,no preference,like a little,neither like nor dislike,relief and satisfaction to the,MI,1976,Demopp,FALSE,TRUE,FALSE,TRUE,32,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
con_nocue,about $500 a month,reduce,about 1 million,B.A.,female,female,TRUE,Vice-President,disapprove strongly,somewhat prefer simple problem,a little,no preference,dislike somewhat,dislike somewhat,relief and satisfaction to the,MO,1952,nocue,FALSE,FALSE,TRUE,FALSE,56,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
con_Demsupp,"about $1,000 a month",reduce,"about 50,000",some college,female,female,TRUE,vice president,approve slightly,no preference,a great deal,"greatly prefer small, daily pr",like somewhat,like a lot,slightly more satisfied than r,PA,1970,Demsupp,TRUE,FALSE,TRUE,FALSE,38,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Dem
lib_Demopp,"about $2,000 a month",expand,"about 500,000",B.A.,female,female,TRUE,Vice President,approve slightly,no preference,a lot,"slightly prefer big, long-term",like a little,like a little,somewhat more satisfied than r,CA,1975,Demopp,FALSE,TRUE,TRUE,FALSE,33,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
lib_Demsupp,"about $2,500 a month",expand,"about 500,000",some college,female,Female,FALSE,Don t know,approve slightly,somewhat prefer simple problem,a moderate amount,"somewhat prefer big, long-term",dislike a little,dislike a little,relief and satisfaction to the,PA,1950,Demsupp,TRUE,FALSE,TRUE,FALSE,58,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Dem
lib_nocue,"about $2,000 a month",expand,"about 10,000",Associate's Degree,male,male,TRUE,Vice President,approve somewhat,slightly prefer complex proble,a lot,"slightly prefer small, daily p",like somewhat,like somewhat,relief and satisfaction to the,IA,1952,nocue,FALSE,FALSE,FALSE,TRUE,56,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
con_Demopp,"about $1,000 a month",neither,"about 50,000",12th,male,Male,TRUE,VP,disapprove somewhat,slightly prefer complex proble,a moderate amount,no preference,neither like nor dislike,neither like nor dislike,relief and satisfaction to the,PA,1982,Demopp,FALSE,TRUE,FALSE,TRUE,26,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Northeast,Rep
con_nocue,about $500 a month,reduce,"about 100,000",some college,female,female,FALSE,not sure,disapprove strongly,no preference,none,no preference,neither like nor dislike,neither like nor dislike,relief and satisfaction to the,TN,1958,nocue,FALSE,FALSE,TRUE,FALSE,50,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Rep
con_Demsupp,about $500 a month,reduce,"about 100,000",Associate's Degree,female,FEMALE,TRUE,VICE PRESIDENT,disapprove somewhat,slightly prefer complex proble,a lot,"slightly prefer small, daily p",like somewhat,like a little,somewhat more satisfied than r,NJ,1970,Demsupp,TRUE,FALSE,TRUE,FALSE,38,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Rep
